Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Customer_Segment,Device_Used,Delivery_Delay_Days,Customer_Satisfaction_Comment,Age_Group,Frequency
1267,20,M,Shoes,Clothing,248.0,USA,S,Green,Winter,4.1,Active,Pickup,Yes,PROMO10,8.0,card,,VIP,Desktop,8.0,Bad,0-20,1
1268,25,Female,shirt,Gadgets,1463.0,India,XL,,Spring,2.2,Yes,Pickup,TRUE,PROMO10,5.0,Cash,Very High,VIP,,13.0,Will buy again,0-20,1
1269,48,M,shirt,,,UK,XL,White,Spring,3.3,,Express,FALSE,NONE,9.0,,Medium,VIP,Desktop,1.0,Excellent,41-60,1
1270,69,Male,Shoes ,Fashion,1597.0,,XL,Green,Spring,3.5,Inactive,Express,FALSE,PROMO10,6.0,Cash,Very High,New,mobile,3.0,Excellent,61-80,1
1271,53,F,Phone,Gadgets,1032.0,Nigeria,M,red,Harmattan,4.5,Yes,Same Day,TRUE,PROMO10,20.0,Cash,Low,Churn Risk,,2.0,Will buy again,41-60,1
1272,28,Male,Phone,Gadgets,218.0,USA,S,White,Winter,1.1,Yes,Express,FALSE,SALE20,44.0,Transfer,,New,Desktop,11.0,Good,0-20,1
1273,46,F,,Electronics,53.0,,XL,red,,3.1,Inactive,Same Day,No,WELCOME,41.0,Crypto,High,Returning,,2.0,Excellent,41-60,1
1274,62,M,Watch,Gadgets,1109.0,India,L,Red,Harmattan,3.5,No,Standard,TRUE,,48.0,,Low,Churn Risk,,10.0,Excellent,61-80,1
1275,51,M,Shoes,Gadgets,1575.0,UK,,Blue,Autumn,3.4,No,Pickup,FALSE,SALE20,12.0,Crypto,Low,Churn Risk,Tablet,14.0,Good,41-60,1
1276,60,Male,shirt,Gadgets,882.0,China,M,Blue,Autumn,4.0,Inactive,Express,,,4.0,,Low,VIP,mobile,9.0,,61-80,1
1277,39,Male,Phone,,,Germany,M,Blue,Winter,1.2,Inactive,Express,TRUE,PROMO10,30.0,Card,,VIP,mobile,9.0,Good,21-40,1
1278,67,Other,Headset,Electronics,676.0,USA,m,Red,Winter,1.9,Yes,,No,PROMO10,33.0,Cash,Low,VIP,Desktop,12.0,Good,61-80,1
1279,30,F,Shoes ,Accessories,874.0,Nigeria,XXL,Green,Summer,3.6,,,TRUE,WELCOME,16.0,Crypto,Very High,Churn Risk,Desktop,12.0,Bad,21-40,1
1280,44,Other,Phone,,,France,L,White,,2.4,,Same Day,Yes,SALE20,5.0,Cash,Low,Returning,Desktop,-2.0,Excellent,41-60,1
1281,23,Female,Bag,,,Canada,XXL,Green,Summer,2.0,No,Express,TRUE,WELCOME,25.0,Crypto,Very High,Returning,Tablet,10.0,Will buy again,0-20,1
1282,20,Female,Watch,Electronics,221.0,USA,M,Red,,2.5,Active,Express,No,WELCOME,1.0,card,High,VIP,Tablet,11.0,Will buy again,0-20,1
1283,44,Male,Headset,Fashion,1294.0,Nigeria,XXL,red,Harmattan,4.5,No,Same Day,,PROMO10,26.0,card,Low,Returning,,12.0,,41-60,1
1284,62,M,Laptop,Accessories,767.0,India,m,Green,Summer,1.9,,,,NONE,35.0,Cash,,,Mobile,9.0,Will buy again,61-80,1
1285,19,Female,shirt,,,Canada,XXL,,Autumn,4.2,Yes,Standard,No,NONE,42.0,card,High,Churn Risk,Tablet,13.0,,0-20,1
1286,27,Female,Laptop,,,Nigeria,XXL,Black,,2.4,Yes,Same Day,Yes,WELCOME,48.0,Transfer,High,Churn Risk,Mobile,9.0,,0-20,1
1287,60,Other,,Electronics,6.0,Nigeria,XL,,Summer,3.7,No,Same Day,Yes,WELCOME,40.0,Transfer,Low,New,Mobile,13.0,Good,61-80,1
1288,17,Other,Shirt,Fashion,1603.0,India,M,White,,1.6,Active,Standard,TRUE,,3.0,card,High,,Tablet,10.0,Bad,0-20,1
1289,42,Female,shirt,Fashion,1503.0,Germany,XXL,Red,Autumn,1.7,Inactive,Standard,FALSE,WELCOME,0.0,card,Very High,Churn Risk,,0.0,Bad,21-40,1
1290,46,Male,Laptop,Clothing,464.0,Nigeria,m,Black,,1.5,No,Pickup,,WELCOME,24.0,card,Medium,New,Mobile,13.0,,41-60,1
1291,66,Other,Laptop,Clothing,636.0,,L,Green,Harmattan,4.4,Yes,Express,TRUE,WELCOME,35.0,Card,Low,VIP,Tablet,-1.0,Good,61-80,1
1292,66,Female,,,,UK,XL,Blue,Spring,3.8,Yes,,FALSE,,8.0,Card,High,VIP,,5.0,Good,61-80,1
1293,51,M,Shoes,,,Nigeria,M,Green,Autumn,4.5,,,Yes,PROMO10,19.0,,High,,mobile,10.0,,41-60,1
1294,51,Other,Shirt,Gadgets,788.0,USA,M,Red,Harmattan,3.5,,Pickup,Yes,NONE,36.0,Cash,,Returning,Tablet,8.0,,41-60,1
1295,41,Female,Bag,Accessories,135.0,France,,red,Winter,3.6,Inactive,Express,No,PROMO10,41.0,Crypto,,New,,1.0,,21-40,1
1296,58,F,Headset,Electronics,1245.0,UK,S,Blue,Autumn,3.1,No,Same Day,TRUE,,43.0,Cash,Very High,,mobile,6.0,Good,61-80,1
1297,42,Other,shirt,Gadgets,534.0,China,M,Green,Autumn,1.2,Active,Express,Yes,,48.0,Transfer,,VIP,Mobile,-1.0,Bad,21-40,1
1298,20,F,Phone,Accessories,1259.0,Nigeria,XXL,Red,Winter,1.1,No,Pickup,,SALE20,6.0,Transfer,Low,,Tablet,5.0,Will buy again,0-20,1
1299,35,Other,Laptop,,,Nigeria,S,Black,,3.0,,Standard,Yes,NONE,19.0,Cash,Low,VIP,,7.0,Excellent,21-40,1
1300,26,Other,Shirt,Clothing,236.0,China,M,Black,Spring,3.0,Active,Pickup,No,NONE,2.0,Crypto,High,VIP,Mobile,7.0,Will buy again,0-20,1
1301,25,,Headset,Electronics,420.0,Nigeria,XL,Blue,Summer,1.9,Yes,Pickup,FALSE,WELCOME,3.0,Crypto,,,Mobile,-2.0,Will buy again,0-20,1
1302,55,,Watch,Fashion,1152.0,Canada,M,Green,Autumn,3.4,No,Standard,Yes,PROMO10,21.0,Crypto,Very High,,Desktop,13.0,,41-60,1
1303,53,F,Headset,Fashion,566.0,France,m,Black,Summer,4.6,No,Same Day,TRUE,PROMO10,27.0,Crypto,Medium,Returning,mobile,12.0,Late delivery,41-60,1
1304,21,Male,Shoes ,Gadgets,181.0,Nigeria,m,red,,4.1,Yes,,,PROMO10,15.0,Cash,Very High,VIP,Mobile,13.0,Bad,0-20,1
1305,23,Female,shirt,Gadgets,1543.0,Canada,,Green,Summer,3.3,,Pickup,TRUE,NONE,34.0,,High,,,7.0,Excellent,0-20,1
1306,38,Male,,Electronics,1100.0,Germany,XL,Black,Autumn,2.0,Active,Same Day,,,24.0,Card,,Churn Risk,Mobile,14.0,Late delivery,21-40,1
1307,62,Male,Phone,Fashion,1400.0,Nigeria,M,Red,Autumn,2.0,Active,Express,FALSE,,2.0,Crypto,Low,,,10.0,,61-80,1
1308,41,,Phone,Gadgets,129.0,USA,,Blue,Autumn,4.3,,Same Day,,WELCOME,49.0,,,Returning,Mobile,3.0,Good,21-40,1
1309,61,Female,Laptop,Fashion,387.0,USA,M,Blue,,2.5,Inactive,Express,Yes,SALE20,20.0,Cash,Very High,Returning,Mobile,13.0,Bad,61-80,1
1310,58,,Bag,Clothing,1033.0,France,XXL,red,Harmattan,3.5,Inactive,Express,TRUE,NONE,30.0,card,Very High,New,Tablet,-2.0,,61-80,1
1311,27,,Headset,Gadgets,189.0,USA,M,White,Winter,4.5,No,,,SALE20,31.0,card,,Churn Risk,Tablet,1.0,Will buy again,0-20,1
1312,41,,Phone,,,France,XXL,Black,Summer,2.5,,,TRUE,PROMO10,8.0,card,Low,New,Mobile,7.0,,21-40,1
1313,28,M,Headset,Accessories,944.0,,,Black,Autumn,3.8,Inactive,Pickup,Yes,PROMO10,0.0,,,Churn Risk,Tablet,14.0,Excellent,0-20,1
1314,55,Male,Shirt,Gadgets,669.0,USA,S,White,,4.2,Yes,Express,No,,7.0,,Very High,VIP,Desktop,3.0,Will buy again,41-60,1
1315,33,Male,shirt,Clothing,714.0,India,,Green,Spring,1.6,Yes,Pickup,Yes,,5.0,,Very High,New,Desktop,2.0,,21-40,1
1316,40,Male,shirt,Electronics,736.0,Nigeria,M,Blue,Harmattan,1.3,Active,Standard,FALSE,SALE20,40.0,Transfer,,Churn Risk,Mobile,9.0,Bad,21-40,1
1317,48,M,shirt,Fashion,1051.0,,m,Blue,Autumn,4.3,Yes,Standard,No,WELCOME,5.0,Transfer,High,Returning,,4.0,Excellent,41-60,1
1318,62,Other,Phone,,,Canada,XXL,Blue,Winter,4.6,,Express,,,23.0,Cash,,New,mobile,7.0,Late delivery,61-80,1
1319,55,F,,Electronics,910.0,Germany,XL,Red,Harmattan,2.6,Inactive,Express,FALSE,NONE,35.0,Card,High,New,Mobile,9.0,Will buy again,41-60,1
1320,58,F,shirt,Gadgets,654.0,Canada,S,,Summer,2.9,Inactive,Standard,No,NONE,15.0,card,Medium,Returning,,9.0,,61-80,1
1321,27,M,Shoes,Accessories,1189.0,,S,Green,Summer,3.9,Inactive,Express,FALSE,SALE20,28.0,card,High,Returning,Tablet,7.0,Good,0-20,1
1322,59,Male,Shirt,Electronics,1101.0,Nigeria,XL,red,Summer,1.8,No,,TRUE,PROMO10,11.0,,Very High,VIP,mobile,7.0,,61-80,1
1323,51,F,,Accessories,1942.0,France,S,White,Autumn,1.1,Active,Standard,TRUE,PROMO10,27.0,Crypto,Very High,VIP,Desktop,0.0,Excellent,41-60,1
1324,63,M,Phone,Gadgets,1735.0,Germany,XL,Blue,Harmattan,4.4,Yes,Express,TRUE,WELCOME,13.0,card,Very High,Returning,,10.0,Good,61-80,1
1325,19,,Phone,Accessories,1125.0,China,L,Black,Winter,3.6,Yes,Pickup,No,PROMO10,7.0,Card,Very High,New,,13.0,,0-20,1
1326,20,Female,Watch,Accessories,1614.0,USA,,Black,Winter,3.7,,Express,,SALE20,18.0,Transfer,Medium,New,mobile,5.0,Late delivery,0-20,1
1327,52,F,Shoes ,Clothing,543.0,Canada,XXL,Green,Winter,3.3,No,Standard,No,,21.0,,High,VIP,Desktop,11.0,Good,41-60,1
1328,23,Female,Shoes,Electronics,167.0,Germany,M,Red,Harmattan,3.2,,Standard,FALSE,WELCOME,30.0,Cash,High,,,1.0,Excellent,0-20,1
1329,57,Male,,Gadgets,66.0,China,S,,,4.9,Active,Standard,,WELCOME,7.0,Cash,High,VIP,mobile,10.0,Will buy again,61-80,1
1330,64,F,shirt,Clothing,406.0,Nigeria,,White,Harmattan,3.5,Active,Express,TRUE,NONE,32.0,Transfer,Low,Returning,,12.0,Late delivery,61-80,1
1331,43,M,Laptop,Accessories,267.0,India,L,red,,1.6,Inactive,Same Day,Yes,WELCOME,23.0,,High,,Desktop,5.0,Late delivery,21-40,1
1332,46,Other,Shoes ,Clothing,203.0,China,XL,Blue,Spring,2.1,Yes,Standard,Yes,PROMO10,19.0,Card,Very High,VIP,mobile,5.0,Bad,41-60,1
1333,24,F,Phone,Clothing,1242.0,Nigeria,M,,Summer,2.1,Yes,,TRUE,WELCOME,27.0,Transfer,Low,Returning,mobile,13.0,Late delivery,0-20,1
1334,69,F,Shoes,Accessories,782.0,Germany,XL,White,,1.8,,Same Day,FALSE,,8.0,Card,High,Churn Risk,mobile,10.0,Will buy again,61-80,1
1335,66,F,shirt,Gadgets,1536.0,France,XL,,,4.5,Inactive,Express,No,PROMO10,13.0,Cash,Low,Returning,Desktop,5.0,Excellent,61-80,1
1336,44,F,Shoes ,Fashion,31.0,Germany,,red,Winter,3.1,Inactive,Express,FALSE,SALE20,18.0,Card,,,Tablet,7.0,Late delivery,41-60,1
1337,29,M,Phone,Clothing,1009.0,,XL,White,Winter,2.9,Yes,Express,TRUE,NONE,39.0,,High,,mobile,8.0,Good,0-20,1
1338,55,M,Laptop,Electronics,1608.0,Canada,S,red,,4.9,Active,Express,TRUE,SALE20,18.0,card,Very High,Churn Risk,mobile,0.0,Good,41-60,1
1339,56,Other,Shoes ,Accessories,976.0,USA,L,red,Harmattan,1.2,,,No,WELCOME,6.0,,Very High,,Tablet,3.0,Will buy again,41-60,1
1340,37,M,shirt,Fashion,1223.0,,S,Black,Winter,2.8,Yes,Standard,TRUE,PROMO10,31.0,card,Medium,New,Tablet,1.0,Good,21-40,1
1341,26,M,Headset,Clothing,1467.0,USA,M,Red,Spring,1.9,Yes,Pickup,Yes,PROMO10,14.0,Crypto,Medium,New,Desktop,8.0,,0-20,1
1342,38,Male,Laptop,Accessories,820.0,USA,L,Blue,Winter,2.7,Active,,,,3.0,,,VIP,Tablet,1.0,Bad,21-40,1
1343,16,Male,Headset,Accessories,1903.0,France,M,Black,Harmattan,1.6,,Same Day,Yes,SALE20,37.0,,Medium,VIP,Mobile,11.0,,0-20,1
1344,61,Female,Watch,Clothing,327.0,,S,Black,Winter,1.6,No,Same Day,No,NONE,10.0,Cash,,Churn Risk,Desktop,14.0,Late delivery,61-80,1
1345,52,Other,Bag,,,Germany,m,red,Winter,2.1,Yes,Pickup,FALSE,,36.0,card,,Returning,,7.0,Excellent,41-60,1
1346,36,Male,,,,USA,XXL,Black,Summer,1.5,Inactive,Pickup,FALSE,PROMO10,1.0,Cash,,New,Tablet,-1.0,Late delivery,21-40,1
1347,41,Other,Bag,Electronics,1964.0,France,XXL,Black,Spring,4.8,No,Express,Yes,SALE20,7.0,,Low,VIP,mobile,13.0,Excellent,21-40,1
1348,61,Other,Shoes,Accessories,843.0,Nigeria,,White,Autumn,1.5,No,,,,49.0,,Very High,,Tablet,4.0,Late delivery,61-80,1
1349,51,F,Phone,Accessories,1842.0,UK,,Red,,2.9,Inactive,,TRUE,,31.0,card,Very High,Churn Risk,Tablet,2.0,Good,41-60,1
1350,69,,Shoes ,Clothing,1638.0,UK,L,White,Winter,4.1,Yes,Express,FALSE,,16.0,,Medium,Churn Risk,Tablet,10.0,Bad,61-80,1
1351,38,,Watch,Fashion,1230.0,France,XXL,Red,,4.4,Active,,TRUE,,7.0,Cash,High,,Desktop,14.0,Bad,21-40,1
1352,16,,Shoes ,Accessories,1479.0,Canada,XL,Red,Autumn,4.8,Inactive,Express,,WELCOME,28.0,card,High,Churn Risk,Tablet,0.0,Good,0-20,1
1353,69,Other,Headset,Accessories,764.0,China,XXL,,,3.2,Active,,FALSE,WELCOME,20.0,Cash,High,VIP,Mobile,4.0,Excellent,61-80,1
1354,66,F,Shirt,Clothing,1376.0,India,XXL,red,Spring,2.2,,Pickup,Yes,,9.0,Card,,VIP,Mobile,11.0,Late delivery,61-80,1
1355,55,Female,Shoes ,,,,XL,Blue,Autumn,3.6,Active,Express,,PROMO10,44.0,Card,Medium,VIP,mobile,2.0,Bad,41-60,1
1356,30,Female,Laptop,Accessories,439.0,Germany,XL,White,Summer,3.4,Active,Same Day,,,2.0,,Medium,VIP,,14.0,Excellent,21-40,1
1357,36,,Phone,Clothing,1060.0,Germany,M,Green,Spring,3.4,,Standard,FALSE,NONE,12.0,,Medium,Returning,,6.0,Late delivery,21-40,1
1358,62,Female,Shoes ,Electronics,844.0,Germany,S,red,Winter,2.4,Inactive,,FALSE,,8.0,Crypto,,Returning,Mobile,4.0,Excellent,61-80,1
1359,24,F,Phone,Clothing,152.0,,L,,Harmattan,4.5,Inactive,Same Day,FALSE,NONE,0.0,Crypto,Low,New,Desktop,6.0,Will buy again,0-20,1
1360,68,,Phone,,,USA,XL,Red,,3.2,Active,Same Day,TRUE,WELCOME,11.0,card,Very High,Returning,mobile,8.0,,61-80,1
1361,24,F,Watch,Fashion,1922.0,India,L,Green,Harmattan,3.4,Yes,Standard,Yes,SALE20,16.0,Card,Medium,VIP,,10.0,,0-20,1
1362,25,Female,Headset,Accessories,1965.0,UK,M,Black,Autumn,2.7,,Express,TRUE,WELCOME,39.0,Cash,Medium,VIP,,-2.0,Bad,0-20,1
1363,67,,shirt,Electronics,273.0,China,,,Autumn,1.9,No,Express,FALSE,WELCOME,45.0,Card,High,VIP,,2.0,,61-80,1
1364,68,F,Headset,Accessories,719.0,,XXL,Red,Spring,1.9,Yes,Standard,Yes,,6.0,Card,,Churn Risk,Desktop,11.0,Bad,61-80,1
1365,41,M,Watch,Accessories,1662.0,,S,Red,,3.5,Yes,Same Day,,PROMO10,32.0,Crypto,,New,mobile,3.0,,21-40,1
1366,56,M,,,,Germany,,red,Summer,1.1,Yes,Same Day,No,WELCOME,2.0,Card,Low,New,Desktop,-2.0,,41-60,1
1367,50,F,Laptop,Clothing,240.0,,,White,Autumn,4.7,Inactive,,FALSE,,24.0,Cash,High,,Mobile,14.0,Late delivery,41-60,1
1368,67,F,,Accessories,647.0,UK,S,Red,Winter,2.7,,,No,NONE,31.0,Card,Very High,Churn Risk,Tablet,-1.0,,61-80,1
1369,40,Male,Shirt,,,China,XL,,Harmattan,4.4,,Standard,,PROMO10,9.0,Card,,Churn Risk,mobile,9.0,,21-40,1
1370,41,Male,shirt,Electronics,768.0,India,XXL,Green,Winter,2.7,,Standard,No,SALE20,44.0,card,,,Mobile,6.0,,21-40,1
1371,26,Other,,,,Canada,S,Red,Winter,1.5,Active,,TRUE,WELCOME,42.0,,High,VIP,Desktop,8.0,,0-20,1
1372,53,,Phone,,,,,Blue,Winter,1.4,Active,Express,TRUE,PROMO10,30.0,Card,Low,VIP,Desktop,12.0,Good,41-60,1
1373,17,Other,Phone,,,India,L,Blue,,1.0,,Standard,FALSE,,32.0,Transfer,Very High,,,8.0,Late delivery,0-20,1
1374,22,Other,Bag,Gadgets,896.0,China,XXL,White,Harmattan,2.2,No,Express,TRUE,PROMO10,33.0,Transfer,Low,,Tablet,14.0,,0-20,1
1375,33,Female,Bag,,,China,,Blue,Winter,2.7,Yes,Pickup,No,WELCOME,11.0,Transfer,Very High,New,Desktop,8.0,,21-40,1
1376,42,M,Shoes,Accessories,765.0,UK,m,Red,Spring,1.1,Inactive,Pickup,TRUE,NONE,35.0,card,Medium,Churn Risk,Desktop,11.0,Good,21-40,1
1377,49,Female,Phone,,,India,,,Winter,2.8,Active,,TRUE,PROMO10,11.0,card,Low,,mobile,12.0,,41-60,1
1378,42,,Bag,Clothing,253.0,China,XL,,Spring,1.5,Inactive,Express,FALSE,NONE,45.0,Transfer,Low,Churn Risk,Mobile,1.0,Bad,21-40,1
1379,32,F,Shirt,Fashion,1991.0,UK,L,Blue,Spring,3.2,,Express,FALSE,SALE20,48.0,Transfer,Medium,New,Desktop,3.0,Excellent,21-40,1
1380,58,Male,shirt,Accessories,818.0,,S,red,Autumn,3.5,,Same Day,FALSE,,32.0,Card,Low,,Desktop,5.0,Good,61-80,1
1381,59,,,,,Canada,L,Black,,3.0,Yes,Express,No,,14.0,Card,Low,VIP,,-1.0,Will buy again,61-80,1
1382,66,F,Watch,,,India,XXL,White,Autumn,3.1,Active,Same Day,FALSE,,32.0,,Medium,Returning,Tablet,2.0,Will buy again,61-80,1
1383,69,,Bag,Clothing,1133.0,China,,red,Winter,1.6,Yes,Express,No,,8.0,card,High,New,Desktop,0.0,Excellent,61-80,1
1384,39,F,Headset,Accessories,1273.0,China,L,Red,Autumn,3.4,No,Same Day,No,NONE,40.0,Card,Low,VIP,Desktop,-1.0,Bad,21-40,1
1385,40,Male,shirt,Gadgets,1253.0,Germany,,Blue,Autumn,4.9,Inactive,Express,FALSE,NONE,37.0,Transfer,High,VIP,Mobile,1.0,,21-40,1
1386,22,F,shirt,Gadgets,869.0,India,XL,Black,Autumn,4.9,Active,,FALSE,SALE20,5.0,card,Very High,Churn Risk,mobile,13.0,,0-20,1
1387,67,Other,Shoes,Electronics,1960.0,China,S,Blue,Spring,2.4,Inactive,Express,,SALE20,26.0,Cash,High,New,mobile,2.0,Excellent,61-80,1
1388,21,,Shirt,Gadgets,1691.0,USA,L,Blue,,3.9,Active,Same Day,No,SALE20,7.0,Transfer,High,,Desktop,3.0,Excellent,0-20,1
1389,68,Male,Shoes ,Clothing,443.0,Canada,L,Blue,Spring,2.8,Active,Standard,FALSE,NONE,38.0,Transfer,,VIP,mobile,14.0,Bad,61-80,1
1390,39,F,Shoes,Gadgets,1339.0,France,M,Red,,1.6,Yes,Standard,No,PROMO10,49.0,Crypto,,Returning,mobile,5.0,Late delivery,21-40,1
1391,48,Other,Bag,Clothing,1537.0,,XXL,White,Autumn,4.0,,Standard,FALSE,SALE20,37.0,Cash,Low,Churn Risk,Desktop,11.0,Good,41-60,1
1392,64,Other,Headset,Accessories,58.0,USA,XL,Black,,2.4,No,Same Day,,WELCOME,15.0,Cash,,Churn Risk,Tablet,-1.0,Good,61-80,1
1393,44,M,Shoes ,Electronics,1409.0,India,S,White,Summer,4.0,,Same Day,TRUE,SALE20,31.0,Crypto,Low,New,,7.0,,41-60,1
1394,58,Other,Phone,,,USA,,red,Autumn,2.5,Inactive,Same Day,No,NONE,46.0,Transfer,High,New,Tablet,12.0,,61-80,1
1395,37,Female,Shirt,,,USA,L,White,Spring,1.7,Active,Standard,,PROMO10,31.0,Cash,Very High,New,Mobile,7.0,Late delivery,21-40,1
1396,41,Male,Bag,,,Nigeria,M,Green,Summer,4.4,No,Pickup,Yes,SALE20,43.0,,High,,mobile,7.0,,21-40,1
1397,43,Male,shirt,Electronics,932.0,,XXL,,Winter,1.2,,Pickup,,PROMO10,39.0,card,Low,VIP,mobile,11.0,Bad,21-40,1
1398,65,Male,,,,France,XL,Black,Summer,2.5,Active,,Yes,SALE20,5.0,Crypto,Very High,Returning,mobile,7.0,Good,61-80,1
1399,36,F,Headset,Gadgets,752.0,USA,M,Red,Summer,3.7,Inactive,Standard,No,,26.0,Card,,Churn Risk,Tablet,9.0,,21-40,1
1400,64,,Shoes,,,Canada,XXL,Red,Winter,4.5,No,Same Day,,SALE20,21.0,Card,Medium,Churn Risk,Tablet,2.0,Will buy again,61-80,1
1401,22,F,Bag,,,Canada,m,,Summer,1.6,Yes,Standard,Yes,NONE,19.0,Transfer,Very High,New,mobile,-1.0,Good,0-20,1
1402,32,Female,shirt,Fashion,351.0,India,,red,Spring,1.4,Active,Same Day,Yes,SALE20,48.0,card,,New,mobile,-2.0,,21-40,1
1403,35,,Headset,Gadgets,680.0,India,S,Green,Spring,2.2,,Standard,Yes,WELCOME,4.0,card,Low,VIP,Mobile,13.0,Excellent,21-40,1
1404,56,Other,Shirt,,,Canada,XL,Green,Winter,2.0,Inactive,Express,,WELCOME,49.0,Transfer,,,Desktop,-1.0,Excellent,41-60,1
1405,64,F,Watch,Fashion,804.0,Germany,S,Green,,3.8,Yes,Express,FALSE,,28.0,Transfer,Low,,Mobile,-2.0,Bad,61-80,1
1406,35,,shirt,Gadgets,363.0,,,Green,Winter,2.0,,Pickup,Yes,SALE20,46.0,card,Medium,Returning,mobile,10.0,Good,21-40,1
1407,69,Other,Laptop,Clothing,1085.0,France,XXL,Red,Harmattan,3.5,No,Same Day,,,0.0,,Very High,,mobile,8.0,Will buy again,61-80,1
1408,37,,,Clothing,1569.0,USA,L,Red,Summer,3.6,Yes,Express,TRUE,,22.0,,Low,VIP,Desktop,3.0,Will buy again,21-40,1
1409,43,Other,Shirt,,,USA,L,,,4.2,Inactive,Same Day,TRUE,NONE,37.0,Cash,Very High,,,7.0,,21-40,1
1410,55,,Bag,,,UK,m,Blue,Winter,3.4,Active,Standard,FALSE,WELCOME,3.0,Transfer,Low,Churn Risk,Mobile,2.0,Excellent,41-60,1
1411,64,F,Headset,Fashion,382.0,India,L,red,Autumn,4.7,Inactive,Same Day,FALSE,SALE20,12.0,,Low,Returning,Tablet,0.0,Good,61-80,1
1412,22,F,Laptop,Electronics,935.0,USA,S,White,Harmattan,3.8,Active,Pickup,FALSE,NONE,31.0,Cash,High,New,Tablet,0.0,Late delivery,0-20,1
1413,16,Female,Headset,Fashion,83.0,Nigeria,S,White,,2.0,,Standard,TRUE,NONE,16.0,Transfer,Low,Returning,Tablet,5.0,,0-20,1
1414,47,M,Phone,Accessories,1391.0,Canada,S,red,Summer,4.8,Inactive,,TRUE,NONE,33.0,Transfer,Medium,Returning,Mobile,13.0,Will buy again,41-60,1
1415,28,Male,Shoes ,Electronics,974.0,India,L,White,Spring,1.8,Inactive,Pickup,No,PROMO10,49.0,,Low,New,Desktop,11.0,,0-20,1
1416,45,F,Shoes ,Fashion,312.0,Germany,,White,Harmattan,1.7,Inactive,Standard,Yes,PROMO10,42.0,Card,High,,Mobile,4.0,,41-60,1
1417,38,F,Phone,Accessories,1939.0,India,XXL,,Autumn,4.0,,,FALSE,SALE20,0.0,Transfer,High,New,Desktop,6.0,Good,21-40,1
1418,66,Other,Headset,Accessories,1117.0,India,m,,Spring,3.1,Inactive,Standard,TRUE,PROMO10,31.0,,High,,Mobile,-2.0,Bad,61-80,1
1419,34,M,Watch,,,India,L,,Spring,1.6,Active,Pickup,Yes,PROMO10,31.0,Crypto,High,New,Mobile,14.0,Good,21-40,1
1420,47,F,Shoes ,Gadgets,695.0,Nigeria,XXL,Red,Harmattan,1.5,,Express,No,WELCOME,22.0,,,Returning,mobile,7.0,Late delivery,41-60,1
1421,45,,shirt,,,China,XXL,Red,Harmattan,1.7,Inactive,Standard,,PROMO10,38.0,,High,Churn Risk,Mobile,12.0,Will buy again,41-60,1
1422,44,M,Phone,Fashion,1999.0,France,XXL,Green,Summer,4.7,Yes,Pickup,TRUE,WELCOME,40.0,card,Medium,,Desktop,9.0,Bad,41-60,1
1423,64,Male,Headset,Clothing,1624.0,France,XL,,Spring,3.3,Active,,TRUE,PROMO10,28.0,card,Very High,Churn Risk,Desktop,5.0,Will buy again,61-80,1
1424,60,,Shoes,,,Canada,S,red,Harmattan,3.9,No,,Yes,NONE,3.0,,Low,New,Mobile,7.0,Bad,61-80,1
1425,44,Other,Shoes ,Gadgets,660.0,,XXL,Red,Winter,1.5,Active,Same Day,TRUE,NONE,28.0,Crypto,Low,Returning,,8.0,,41-60,1
1426,45,Female,Bag,,,,XXL,,Winter,2.5,Yes,Same Day,,,24.0,,Very High,,mobile,10.0,,41-60,1
1427,31,,Shoes,,,France,XXL,Red,Harmattan,3.2,Yes,Express,TRUE,NONE,23.0,Cash,Medium,VIP,Desktop,12.0,Late delivery,21-40,1
1428,55,Male,Watch,Electronics,655.0,,m,red,Harmattan,3.0,Inactive,,No,WELCOME,47.0,Card,High,New,Desktop,-2.0,,41-60,1
1429,34,,Shoes ,Clothing,1688.0,Nigeria,S,Blue,Summer,2.5,,,No,WELCOME,43.0,Card,,Returning,Tablet,12.0,Bad,21-40,1
1430,33,M,Bag,Accessories,316.0,India,XL,Black,,1.4,No,,,WELCOME,9.0,card,Very High,,Mobile,2.0,Bad,21-40,1
1431,16,M,Shoes,Electronics,1781.0,,S,Green,Harmattan,3.7,Active,,No,PROMO10,24.0,Transfer,Low,,mobile,3.0,Bad,0-20,1
1432,29,Male,Bag,Gadgets,1783.0,Germany,L,Green,Winter,3.4,Active,,TRUE,SALE20,27.0,Crypto,Low,,,6.0,Excellent,0-20,1
1433,66,M,Phone,,,France,S,Blue,Harmattan,2.7,Inactive,Express,No,,22.0,Cash,Low,,,11.0,,61-80,1
1434,62,,Shoes ,Accessories,174.0,France,S,Black,Harmattan,4.7,Yes,Pickup,No,NONE,18.0,Crypto,,New,Desktop,5.0,Late delivery,61-80,1
1435,65,Female,shirt,,,Germany,m,,Spring,4.0,Inactive,Standard,No,,45.0,Crypto,Low,VIP,Tablet,4.0,Bad,61-80,1
1436,17,,shirt,Accessories,10.0,,M,Red,Spring,2.5,Active,,FALSE,PROMO10,25.0,card,,,mobile,12.0,,0-20,1
